id,RMSE,MAPE
Uganda,0.0010440044459004646,0.00431621942729589
Ukraine,0.21295420903653214,0.0018325561151584342
Uruguay,0.17859660345893055,0.016622211148624673
United States,4.435148726733809,0.0011909381796305946
Uzbekistan,0.0001257699800336212,0.0005368431018387347
Saint Vincent and the Grenadines,0.034601734351303357,0.10435258065633479
Venezuela,0.000234519668863635,0.0005007755911510395
"Virgin Islands, U.S.",0.02144523644169802,0.01485942568114644
Vietnam,0.00010122001274958096,0.02750208252093639
Yemen,1.403573434804207e-07,0.0007507446462975896
South Africa,0.21760585814444108,0.002138628533086814
Zambia,0.008685543224221642,0.008218261123626128
Zimbabwe,0.03712248694079176,0.02113928332670173
China,1.407082287511373e-06,0.0003020093541828283
Japan,0.156920788521037,0.009608105562275178
